date,news,close
2017-05-25,"Ria Money Transfer signs up partners to offer gold prizes to customers HDFC among top 10 consumer financial services cos globally Moody’s downgrades IDBI Bank Bond market has ‘huge potential for growth’ To prevent fraud, cyber experts want bitcoins to be regulated Acko General Insurance raises $30 million in seed round date news1 news2 news3",181.5
2017-05-26,Jaitley to meet PSU bank chiefs on June 12 to review NPA situation Financial literacy week in June IndiaFirst Life posts ₹35-cr profit in FY17 Repco Home Q4 net up 20% RBI to observe financial literacy week from June 5-9 Geojit Financial Q4 net rises to ₹15.29 cr ICICI Bank CEO Chanda Kochhar draws Rs 7.85 cr in FY17 Manappuram Finance clocks 53.5% growth in Q4 net Ria Money Transfer signs up partners to offer gold prizes to customers Moody’s downgrades IDBI Bank,179.449997
2017-05-29,"IDRBT course in banking tech City Union Bank’s Q4 and full year net profits rise Exim Bank extends $500 m LoC to SBM (Mauritius) Infra Syndicate Bank to raise Rs 3,500 cr in FY18 IDRBT offers PG diploma in banking technology Pradhan to take up input tax credit issue with Finance Minister ‘GDP growth may be revised to 7.6%’ NIIF, bankers may meet this week to discuss stalled projects Jaitley to sign OECD tax pact next week 160 firms apply to become GST Suvidha Providers",173.649994
2017-05-30,"New one rupee notes to be in circulation soon ‘Make bank statements less cryptic’ ‘Customers could migrate their account if banks misuse autonomy’ LCVs, tractors boost Sundaram Finance net Crop insurance reaps rich rewards for GIC Re Max Financial Services consolidated net up 57% in 2016-17 Exim Bank extends credit line to SBM (Mauritius) Infra Rupee stuck in sideways range GDP growth in FY17 may beat CSO estimate of 7.1% Coal available aplenty, yet thermal plants face ‘shortage’",178.5
2017-05-31,"To ease bad loans burden, bankers want RBI to tweak stressed assets restructuring scheme Ujjivan Small Finance Bank strengthens footprint in TN Chola MS raises ₹100 cr ECGC net up marginally in FY17 amid lower premium collection In FY17, Max Life posts best financials in a decade PNB gets $100 mn from ADB for solar rooftop fund Cholamandalam MS General Insurance raises Rs 100 cr Centre contains fiscal deficit at 3.51% in FY17 With GST rollout a month away, the chorus for re-look at rates gets louder Modi woos Spanish firms to invest in India",178.050003
2017-06-01,"SBI wants DoT to help protect banking sector’s ₹4-lakh cr exposure to telecom For banks, time has come to bite the bullet, says Uday Kotak LEI code to be implemented in phases Bankers posts grim picture post note-ban Citi appoints Shinjini Kumar as Head of Consumer Banking, India RBI appoints Ganesh Kumar as ED RBI appoints new ED Hotels body plea on GST rate Cattle trade curbs: Commerce Ministry looking at meat, leather exporters’ concerns Cement cos’ honchos meet Gadkari to allay concerns on rising prices",179.0
2017-06-02,"Arohan to merge lending operations of promoter firm IntelleCash with itself Going digital helps banks save 70-80%: Candela Labs CEO BoI conducts ‘Star Mahotsav’ SBI, World Bank finance ₹400-cr solar projects Axis Bank inaugurates new branch in Gujarat RBI initiates ‘prompt corrective action’ for Dena Bank Karnataka Bank reduces housing loan interest rates Karnataka Bank reduces home loan rates by 40 bps Bank of India conducts 'Star Mahotsav' Bulk drug makers fret over refund delays, cost escalation under GST regime",178.899994
2017-06-05,"Start-up bug bites Sundaram Finance group RBI kicks off financial literacy week Birla to launch payments bank via newly formed AB Fin Services Ujjivan Small Finance Bank on financial counselling drive Magma Fincorp expects growth to rebound this fiscal RBL Bank’s card, MSME businesses in top gear More States likely to waive farm loans: BoAML Aviva Life launches online term plan ICICI Lombard to go public through offer-for-sale route SBI to launch up to $2.3 bn share sale this week",178.600006
2017-06-06,"Time for second generation reforms to kick in: SBI chief Does the current inflation trend offer room for RBI to cut rates? Axis Bank’s bio-degradable gift card Aadhar Housing, DHFL Vysya merger likely by August Sundaram Finance invests in GyanDhan RBI likely to keep rates on hold, say economists SBI to organise mega farmers’ meet on June 8 Banks' telecom exposure not large enough to pose systemic threat: Fitch Coal availability to improve with key rail projects in Odisha, Jharkhand on track ‘High’ 12% tax under GST will ‘hit fertiliser firms, farmers’",174.449997
2017-06-07,"Risk-averse RBI disappoints on rate cut ₹18,504 cr in NPAs may be upgraded in FY18: PFC Rate pause on expected lines, say bankers Ground set for a cut in August RBI internal advisory panel to soon address stressed assets problem Monetary Policy panel declines to meet withFinance Ministry officials Kotak Mahindra Bank to raise fresh capital Big ticket home loans may get cheaper MPC declines FinMin meet request ahead of policy review Federal Bank plans to raise Rs 4,000 cr",176.800003
2017-06-08,"Canara Bank, New India tie up Reliance Capital arm enters motor finance RBI tells banks to record pension payment order numbers IDBI Bank identifies ₹5,000-cr non-core assets for sale PSBs will need ₹95,000 cr additional capital by March 2019: Moody’s RBI may leave interest rates unchanged in FY18: Nomura Max Life, HDFC Life 'committed to merger' India signs OECD pact to plug tax treaty loopholes Mining districts lagging in DMFset-up, saysCSEreport ‘Regulators must keep pace with tech disruption’",174.850006
2017-06-09,"Needed, an AMC for turning around sick assets: Dastur & Co Unutilised credit limits to telcos not withdrawn: SBI RBI Governor to appear before House panel on July 6 SBI to cut rates on home loans above ₹75 lakh by 10 bps YES Bank to fund start-ups at EDII Jaitley to review performance of PSU banks, FIs on June 12 SBI cuts rates on home loans over Rs 75 lakh SBI's QIP oversubscribed, demand tops Rs 27,000 cr Non-life insurance companies’ premium jumps 16% in May Cement-makers pooh-pooh cartelisation, say prices determined by the market",173.75
2017-06-12,"Banks say no to customers sans Aadhaar Appoint nodal RTI officer, CIC tells RBI Axis Bank plans to raise ₹5,000 cr through debenture issue Dhanlaxmi Bank not looking at ‘merger or strategic alliance’ Federal Bank expects loan growth of 18-20% this fiscal IRDAI takes over management of Sahara Life Insurance Life insurers’ new business premium jump 11% in May Reliance General Insurance plans IPO Jaitley: 81 NPA cases flagged for bankruptcy India takes the spice out of Masala bonds",168.050003
2017-06-13,"IDBI Bank only PSB to get ‘high’ rating for code compliance SBI keen to take card arm public over the medium term IDBI Bank to rebalance loan portfolio Diebold Nixdorf to take retail ePoS solutions to Tier 2/3 cities Sahara India Life admits to lapses RBI lists 12 NPA accounts for insolvency proceedings IDBI to establish exclusive vertical for NPA recovery 1 lakh job scheme members miss sop on EPFO-Aadhaar data mismatch Fuel consumption up 5.4% in May GST: ClearTax unveils billbook software to assist small, medium biz",169.75
2017-06-14,"RBI invokes PCA on Central Bank Karnataka Bank chalks out strategy to double business by 2020 For quicker settlement, Bajaj Allianz rolls out three new digital services Insolvency framework soon for banks, insurers Bharat Financial to set up 2 lakh customer service points Stressed steel sector loans easier to resolve: bankers Bharat Financial to roll out 2 lakh Kirana Points in 16 states Engineering exports to Doha hit by sanctions on Qatar GST registration for businesses to reopen on June 25 Cheaper food drives wholesale inflation to 5-month low in May",172.800003
2017-06-15,"Repco Bank launches new scheme Repco Bank’s loan mela Central Bank CMD to staff: PCA is a wake-up call for cleansing balance sheet RuPay credit cards likely to be rolled out in a month: NPCI Khush Housing to double loan portfolio this fiscal Lendingkart Finance to raise ₹500-cr debt to boost growth Bank of America to lay off more workers Universal Sompo launches new 2-wheeler policy Reduction of risk weights on home loans credit negative for banks: Moody’s India tops in remittances, gets over $62 bn in 2016: Report",169.600006
2017-06-16,"Steel, infra companies in RBI’s big-debtor list Canara HSBC OBC Life eyeing 30% growth this fiscal Karnataka Bank to roll out Aadhaar-enabled ATMs soon SBI, Tirumala Milk Products tie up for providing loans to dairy farmers RBI working on co-origination model for MSMEs BOJ holds policy steady, upgrades view on consumption, global growth date news1 news2 news3",167.699997
2017-06-19,"Universal Sompo’s new motor plan PCA will not affect business: BoM Remittances to India dip for second consecutive year: Reserve Bank Banking blues: Gen Y increasingly opting for fintech services in India, China For DCB Bank, self-employed is a ‘priority segment’ Rupee recovers from Fed rate hike impact LIC corners 38.67% of SBI’s Rs 15,000 cr QIP LIC corners 38.67% of SBI’s Rs 15,000 cr QIP BankBazaar.com opens office in Malaysia Demonetisation, GST pulled down box trade in Q1: Maersk report",168.050003
2017-06-20,"Housing credit growth slows in 2016-17: ICRA report Farmers facing harassment from micro-finance firms, says MP Raju Shetti Sanjeev Kapur joins MetLife as Chief Marketing Officer for Asia Total housing credit growth slows: ICRA Hike Messenger partners with YES Bank to launch in-app Wallet Healthcare cost may rise marginally: Prathap Reddy No direct impact on lab services: Thyrocare MD Textile industry rues 18% rate for synthetic yarn GST roll out will be historic, says PM Cabinet Secretary reviews preparedness for GST launch",167.350006
2017-06-21,"Banks get time till July 20 to deposit junked notes Patel did not want premature policy action on rates: MPC minutes Optimistic on growth opportunities, realistic about delivery pressures: Karnataka Bank MD Bahrain announces regulatory sandbox for fintech startups Axis Bank sells 8% stake in Mswipe Technologies Bank credit grows at 6.02%, deposits at 11.19% Govt asks banks to deposit junked notes at RBI by July 20 ftcash to hire 500 tech and sales professionals Centre raises ₹4,000 cr via SUUTI stake sale in L&T DIPP forms 6 groups for preparing new industrial policy",167.0
2017-06-22,AU Small Finance Bank to get into housing finance next year: CEO Banks mull self-regulatory mechanism to prevent diversion of loans RBI expands scope of Overseeing Committee HDFC Bank’s Aditya Puri exercises Rs 57 cr stock options in FY17 Vijaya Bank bags nine Skoch Awards MPC minutes strengthen case for a rate cut: Analysts date news1 news2 news3,165.149994
2017-06-23,"Co-op banks cheer Centre’s nod to deposit junked notes with RBI IOB rolls out retail mart branches Vijaya Bank drawing up strategies to strengthen retail banking Primero Skills looks to train 30,000 life insurance agents this fiscal Banks mull self-regulatory mechanism to prevent diversion of loans AU Small Finance Bank to get into housing finance next year: CEO RBI expands scope of Overseeing Committee GSTN to accept fresh registrations from June 25 Ahead of GST, customs dept reworks systems RSS affiliate BMS slams NITI Aayog",160.850006
2017-06-27,"Sundaram Finance subsidiaries report impressive show in 2016-17 World’s first ATM turns 50 Dena Bank plans to raise Rs 1,800 cr via QIP Fitch affirms rating of 8 banks at ‘BBB—’; outlook stable Gas imports unlikely to fall for now Maruti Alto tops entry segment for 14th year running ‘Those who resist tax compliance are the only ones protesting GST’ Women’s apparel market to overtake men’s wear by 2025: Report ‘28% GST on animal drawn cart tyres will ruin rural logistics’ Trump urges Modi to fix deficit, stresses strong ties",154.850006
2017-06-28,"Bank unions plan strike on Aug 22 3 UBI officials held on fraud charges Cash crunch in rural bank branches in Telangana, AP hits farmers, small businesses India must develop own path to implement Basel-III norms: YV Reddy UCO Bank to raise ₹3,000 crore thisfiscal; plans to turn profitable in FY19 Experts, bankers differ on liability for loss of locker items date news1 news2 news3",155.600006
2017-06-29,"Svatantra Microfin launches cashless solution ‘Saathi’ Money parked by Indians in Swiss banks halves to ₹4,500 cr in 2016 YES Bank to help MSMEs with GST RBI directive on withdrawals, transfers by payment banks Premji Invest to pump in ₹704 cr in Aditya Birla Capital Aegon Life keeps its faith in digital channel Crisil picks up 8.9% stake in CARE Ratings Exporters stand to lose exemptions as GST rolls in GST itself is huge; the Centre should pause on anything major for 6 months: KM Birla ‘GST Network trial run successful’",155.5
2017-06-30,"Forex reserves at record high of $382.5 billion RBI flags concern over rising cyber attacks RBI cautions public on co-op societies accepting deposits UAE Exchange applies for universal bank licence Karnataka Bank’s Image Debit Card GST: Brace to pay more for your insurance premium Asset quality, profitability of banks continue to deteriorate: RBI FinMin cuts small savings rates by 10 bps for second quarter Mom-and-pop stores burn the midnight oil to get GST-ready GST ushers in an ‘Indian Common Market’",161.649994
2017-07-03,"Canara Bank opens GST help desk RBI hikes investment limit in G-Secs for long-term FPIs AIBEA wants clarity on ‘transfer’ of ₹2,026 cr from PNB Pension Fund Melwyn Rego is new CEO of Syndicate Bank Economic Survey 2.0 to argue case against farm-loan waivers Exemption sought for gurudwaras Frantic traders rush to buy new accounting and tax filing software Man-made fibre, yarn units seek lower GST to stay competitive Revenue Secretary Adhia busts 7 myths on GST Manufacturing PMI at four-month low of 50.9 in June",161.850006
2017-07-04,"Adoption of Ind AS by insurers deferred till 2020-21 Unions to observe July 19 as ‘Save public sector banks’ day June quarter records highest ever FPI inflows into Indian debt Citi India net up 12% in FY17 RBI to issue Rs 200 notes in coming months Citi India net up 12% in FY17 Manish Jaiswal joins Magma Housing as new MD & CEO India scores well on FSB reform report card to G20 Apex court gives Centre, RBI time to devise plan for depositing demonetised currency Bank unions to observe July 19 as 'Save public sector banks day'",159.350006
2017-07-05,"Broadridge opens Bengaluru office Loan repayments: CBDT clears the air on cash acceptance National Insurance gearing up for IPO EPFO ties up with 5 more banks for collection of PF dues M&M Financial Services to raise Rs 2,000 cr via NCDs Axis Bank rolls out loans for super bikes Banks Board Bureau recommends 15 names for ED posts in PSBs Under new tax treaty, FPIs hope to dodge GAAR stick Israel’s Rafael eyes larger role in India’s defence programme Services PMI rises to 8-month high of 53.1 in June",160.800003
2017-07-06,"Customers should report fraud in 3 days to avoid losses: RBI Dilip Pendse: A financial meteor burns itself out Fresh tranche of gold bonds Bajaj Allianz deploys blockchain tech to hasten claims settlement Ajay Piramal scouting for an NBFC RBI considering setting up a Public Credit Registry Canara HSBC Oriental Bank of Commerce Life Insurance ties up with Dhanlaxmi Bank for marketing bancassurance South Indian Bank ties up with PFG Forex Ajay Kanwal, Naveen Chopra join TPG as Senior Advisors Check-posts are gone, but truckers face barriers",162.399994
2017-07-07,"Cyber attacks leave firms scrambling for cover 2 Shriram group NBFCs may merge with IDFC Bank ‘BuyforexONLINE’ sees transaction value trebling this fiscal UCO Bank officers to strike work on July 15 HDFC ERGO to implement crop insurance scheme in Andhra Pradesh IIFCL reduces base rate to 8.95% Synchrony Financial to hire more people with disabilities LIC picks over 3% additional stake in Bank of India for Rs 451 cr Tokio Marine raises stake in insurance JV with IFFCO to 49% GST benefits will emerge shortly, says Shaktikanta Das",160.550003
2017-07-10,"Union Bank gets new Chairman SBI board okays stake dilution in insurance arm Limited scope for rupee strengthening further SBI chief meets Gujarat CM amid uncertainty on thermal power plants Can weather Arab sanctions with $340-b reserves, says Qatar ​Crypto currency guru Amit Bhardwaj launches e-book Trupay expects at least 1 lakh merchants to use its new kit Govt targets 18% growth in garments export this fiscal ‘EPFO adds 1 cr members in H1’ Goods imported by SEZ developers, units exempted from iGST",166.600006
2017-07-11,"Axis Bank ties up with IIC SIDBI’s MSME counsellor programme Future is tense, says SBI study on state finances South Indian Bank net up 7% in first quarter How Syndicate Bank salvaged itself from fraud IndusInd Bank: A strong all-round performance Self-help group accounts in 100 districts to be digitised by March next: Nabard chief Jaitley to banks: Step up focus on unorganised sector to boost jobs British banks’ optimism slumps on Brexit uncertainty Govt to push Banking Regulation Bill in monsoon session",162.649994
2017-07-12,"With inflation falling, will the RBI relent? Vijaya Bank MD gets Skoch award Merger with IDFC Bank will benefit our customers, says Shriram group founder MFIs need to roll out new products, says BASIX chief Magma Fincorp sees ‘improvement’ in NPAs Non-availability of machines slowed down counting of withdrawn notes: Urjit Patel Indiabulls MF offers instant redemption in liquid fund Andhra Bank plans to raise up to Rs 1,000 cr via QIP Gross NPA divergence at Rs 6,816 cr by March 2016: IDBI Bank Magma Fincorp sees 'improvement' in NPA level",163.5
2017-07-13,"Hitachi Payment Services sees growth in transit solutions Digital push: SBI to slash NEFT, RTGS charges by up to 75% from July 15 Lenders warm up to hybrid annuity road projects United Bank plans to raise Rs 500 cr via Basel III bonds Magma Fincorp sees ‘improvement’ in NPAs Non-availability of machines slowed down counting of withdrawn notes: Urjit Patel Merger with IDFC Bank will benefit our customers, says Shriram group founder MFIs need to roll out new products, says BASIX chief Food price-led benign inflation set to reverse Lower tax burden for resident welfare associations",163.399994
2017-07-14,"PNB Housing on expansion mode SS Mundra dispels fears about future of weak banks DEA Secretary on RBI board General insurers begin FY18 on strong note Mukesh Kumar Jain is Oriental Bank’s new MD & CEO Big jump in transactions on digital channels, says Canara Bank MD SME lending: YES Bank ties up with US-based OPIC, Wells Fargo YES Bank gets $150 mn from OPIC to fund SME lending Digital push: SBI to slash NEFT, RTGS charges by up to 75% from tomorrow Lenders warm up to hybrid annuity road projects",165.0
2017-07-17,"Ujjivan to expand branch network RBI may take a relook at TReDS platform Lending to priority sector is good business, Mundra tells banks Equitas SFB to issue 5 lakh ‘FASTags’ by March 2018 Be ‘careful’ in issuing press releases, court tells RBI OxyLoans seeks tie-ups with organised players Vijaya Bank to set up 50 more branches in AP: ED To correct duty anomaly, GST Council hikes cess on cigarettes CBDT gameplan to enhance TDS collection China border stand-off may impact solar module imports",164.350006
2017-07-18,"Sundaram Finance Q1 net up 30% Govt move to create big banks through mergers risky, says union Fino payments bank expects to be profitable by 2020 Demonetisation has helped Karnataka Bank grow low-cost deposits: MD Essel Finance to acquire Intec's Rs 272-cr portfolio Reliance Commercial net profit jumps 44% Banks need at least Rs 18,000 cr extra provisioning for bankruptcy cases: Report Consolidation among PSBs fraught with risks, says AIBEA ₹26,001-crore construction cess lying idle, says Labour Minister ‘India should reject e-comm rules at RCEP, WTO to protect growth, policy space’",163.850006
2017-07-19,"ICRA, IIFCL launch rating system for infra projects A.TREDS: first digital transaction Property prices likely to correct 0.5-1%, says Reliance Home Finance CEO Canara Bank Q1 profit up 10% Rs 20 notes in Mahatma Gandhi 2005 series to be out soon Karnataka Bank targets ₹6,800 cr farm credit ‘Top 50 stressed a/cs will need ₹2.4 lakh cr haircut’ Bajaj Finserv consolidated net up 22% in first quarter IFC to invest $5-6 b in Indian sustainability projects Tax rates under GST will not be revised unless there is an anomaly: CBEC chief",164.449997
2017-07-20,"Private insurers reap a windfall from crop cover scheme Fintech start-up Jocata to raise $5 m GST, bankruptcy code augur well for Karnataka Bank, says MD RBL Bank profit up 45% Jaitley to launch pension scheme for senior citizens on Friday 'GST, Bankruptcy Code will help banks post better performance' 'GST, bankruptcy code will help Karnataka Bank post better performance' Reliance General Q1 profit up 22% ICICI Bank offers up to Rs 15 lakh instant personal loan via ATMs Kotak Mahindra Bank Q1 net profit rises 23% to Rs 913 cr",161.899994
2017-07-21,"Pension, a ‘handle with care’ product Annapurna MFI raises ₹61 cr from Bamboo Capital Partnership with PNB MetLife to provide insurance cover for borrowers IFCI must strengthen credit appraisal mechanism SBI and Carlyle to jointly acquire GE Capital's stake in SBI Card CAG wants IFCI to raise the bar on its credit appraisal mechanism Karnataka Bank targets Rs 2,500-cr export credit this fiscal DHFL net up 29% in Q1 Indian Bank trims NPA to 4.05%; Q1 profit up 21% Jaitley introduces Bill in Lok Sabha to repeal law on SBI’s subsidiary banks",161.75
2017-07-24,"Allow housing finance companies to accept demand deposits from large investors: Dewan Housing CMD Social media reports on closure of some public sector banks are false, baseless: IBA StanChart unveils forex card Indiabulls Housing net up 25% in Q1 Janalakshmi Financial Services appoints Ajay Kanwal as CEO BHIM App crosses 16-mn download mark BuyForexOnline launches remittance services for Indian students HDFC Bank profit up 20%, but bad loans rise Jaitley introduces Bill to replace NPA ordinance in Lok Sabha IBA sets up separate sub-committees to discuss wage revision with UFBU",164.199997
2017-07-25,"Union Bank to raise ₹3,500-cr capital ICRA sees 25 bps cut in repo rate at next policy review ICICI Pru Life net flat at ₹406 cr in Q1 LVB net up 9% Axis Bank Q1 net plunges 16% to ₹1,306 cr as bad loans mount KVG Bank cuts home loan rates ICRA sees 25 bps cut in repo rate at next month's policy review HDFC Bank: Steady core performance Rupee remains stable within narrow band Allow housing finance companies to accept demand deposits from large investors: Dewan Housing CMD",165.0
2017-07-26,"FinMin asks PSBs to work together to hive off consortium loans gone bad Bharat Financial posts ₹37-crore loss Edelweiss Tokio Life Insurance premium income grows 35% Catholic Syrian Bank looks to raise capital to fund expansion L&T Finance net soars 49% as advances surge RBI needs to look deep into cryptocurrencies, says PHDCCI chief Muthoot Capital reports ₹6.09 cr profit in Q1 Muthoot Capital Services Q1 net at Rs 6.09 cr Ebix pumps in additional $100 mn in ItzCash HDFC clocks ₹1,556-cr standalone net profit in Q1",163.350006
2017-07-27,"Axis Bank ups digital play with FreeCharge buy Why FreeCharge said yes to Axis despite better bids Reliance Capital net up 15% PNB, Bajaj Allianz General tie up We hope to see a turnaround this fiscal: IOB chief IRDAI set to finalise takeover of Sahara India Life by ICICI Pru Chola Investment Finance net up 25% in first quarter Canara Bank forays into paperless banking;launches first digital branch in Bengaluru Shikha Sharma reappointed Axis Bank MD and CEO Farm loan waiver by States affecting repayment culture: Bandhan Bank CEO",160.949997
2017-07-28,CAG punches holes in recapitalisation of PSBs SEBI disposes off case against deceased ex-MD of Tata Finance IDFC Bank to ramp up retail lending LICHFL net up 15% to Rs 470 cr on healthy retail loan growth KVB posts Rs 148 cr net profit NPCI receives final nod from RBI to function as Bharat Bill Payment Central Unit date news1 news2 news3,161.550003
2017-07-31,"Chola to open 100 branches this year Sahara Life takeover: A crisis well managed, but questions remain M&M Financial Services buys part of Aye Finance portfolio under a securitisation deal RBI slaps ₹3-cr penalty on Union Bank for non-compliance with KYC norms SBI cuts savings bank rate by 50 bps on deposits up to ₹1 crore Max India pulls out of HDFC Life merger deal date news1 news2 news3",166.050003
2017-08-01,"The new ₹50 note has got the blues SBI debit cards now on Samsung Pay app IOB to strengthen lending to mid-corporate, jewellery segments Performics.Convonix gets SEO mandate of Aditya Birla Health Insurance Samsung Pay extended to SBI debit cards Indian Bank revises interest rates on FCNR (B) deposits Monetary policy committee meet begins; decision on repo rate cut tomorrow Airtel Payments Bank ties up with HPCL SBI Life rolls out cancer policy Taken corrective action to comply with KYC norms: Union Bank",163.5
2017-08-02,"Looking to bring down net NPAs by 10% this fiscal: United Bank of India chief UCO Bank loss widens Karnataka Bank to offer 5% for savings bank deposits over ₹1 cr RBI makes heavy weather of 25-bps rate cut Magma Fincorp to focus on affordable segment to grow home loan business MCLR nor too satisfactory: Acharya Rate cut has come at the most opportune time: bankers RBI rate cut will boost housing demand, say realty sector players Why the RBI is fussing over transmission & rigidity of base rate Economists expect another rate cut this year",163.399994
2017-08-03,Kotak Bank’s new forex service MobiKwik partners Bajaj Finance for larger financial services pie RBI’s MPC statement: An omission on China Demand for maternity cover on the rise Public credit registry will help boost lending: Karnataka Bank MD Lendingkart Finance raises $10 m in debt MobiKwik partners Bajaj Finance for larger financial services pie Kotak Mahindra Bank retains SB a/c rates at 5-6% 'Banks may need 20% incremental provisioning for 50 large NPAs' Banks may need 20% incremental provisioning for 50 large NPAs,158.199997
2017-08-04,"Wage talks: Banks may not revise stand on fewer officer scales Repo rate cut will boost corporate lending, says Syndicate Bank MD On July 31, bitcoin exchanges in India suspended operations for 36 hours BoB cuts SB deposit rates Demonetisation has hit the economy: Kaushik Basu Repco Home Finance Q1 net up 14% Andhra Bank net up 30% in Q1 NPCI achieves 1 billion transaction volume in July Apex court reserves order on 100% DA neutralisation for pre-2002 bank retirees Now, mint money from coin-for-notes biz",158.949997
2017-08-07,"Indian insurance sector lags in digitisation: report Vijaya Bank revises MCLR Syndicate Bank to raise ₹4,500-crore capital this fiscal For MSME suppliers, it pays to get on the TReDS platform IBA panel asks workmen unions to keep demands at a ‘reasonable level’ SAT puts off hearing on IRDAI-Sahara Life to August 10 PNB introduces biometric attendance register Higher cess will hit demand for SUVs, large cars Direct tax collection rises fastest since 2013-14 I-T dept unearths undisclosed income of ₹2,670 cr in June quarter",160.050003
2017-08-08,UPI: From a few lakhs to over a crore transactions a month HDFC Ergo growth will outpace the industry: ED Muthoot Finance Q1 net up 30% HDFC Bank eyeing refinance business Axis Bank cuts savings account interest rate by 50 bps Ensure safety of customers’ lockers: RBI to banks Finance Ministry panel to resolve bank pensioners' issues CBA scraps CEO bonus over money laundering allegations Bankruptcy code can help capital-starved ARCs generate better returns Rupee halts at a key resistance,156.550003
2017-08-09,"IRDAI may introduce risk-based capital norms for insurers Norwest Partners, Sequoia pump ₹270 cr into niche NBFC Five Star Bank strike call ‘unwarranted’: IBA City Union Bank net up 14% in Q1 PTC India records ₹79-cr net Govt to initiate banks’ consolidation process after Q1 numbers? Vijaya Bank opens self-employment training institute in Indore Bank of India swings to profit in first quarter Syndicate Bank cuts MCLR by 5-10 bps Strike call: IBA invites bank unions for discussions post-noon",155.199997
2017-08-10,Power Finance Corporation Q1 net profit falls 16% RBI’s payout to Centre falls 53% IOB cuts losses to ₹499 crore in first quarter Union Bank net sinks 30% in Q1 Demonetisation effect: RBI’s payout to Centre falls by more than half RBI may need to drain up to ₹1.4 lakh cr excess liquidity Bank of England refuses to change animal-fat banknotes Lok Sabha passes bill approving merger of associate banks with SBI Non-life insurance companies’ premium up 9% in July New standards for silver leaf shelved,148.449997
2017-08-11,"Bank of Baroda net plunges 52% in Q1 LVB to focus on SME, retail segments Allahabad Bank reins in fresh slippages Corporation Bank profit surges 67% in first quarter ₹2.8-4.3 lakh cr of excess deposits entered banking system during demonetisation Street boos SBI Q1 results on higher slippages Essel Finance to launch ₹300-crore SME fund David Rasquinha appointed as Exim Bank MD Essel Finance gets SEBI nod for Peerless General Finance acquisition OBC posts Rs 486 cr net loss as NPA provisioning soars",142.25
2017-08-14,"Govt bonds oversubscribed, FPIs bid for $1 bn Jan Dhan scheme: Going strong 3 years on Nabard awards for Corporation Bank IDBI Bank Q1 net loss narrows to ₹853 crore Dhanlaxmi Bank Q1 net up at ₹8 cr In London, CREDAI builds business, deconstructs RERA Google search adds 8 local tongues Exports rise for 11th straight month, but pace dips Retail inflation firms up to 2.36% in July Jaitley holds FDI policy meet",142.25
2017-08-16,ABHICL opens branch in Hyderabad Bank unions firm on strike as talks with IBA fail MPC members flag weak investment growth and its impact on economy Panel not in favour of legalising virtual currencies Agri farmers have to link Aadhaar with bank a/c for crop loans in 2017-18 Karnataka Bank on social media Govt to support public sector banks to meet AT1 bond coupon payments: Fitch Karur Vysya Bank inaugurates AADHAAR enrolment centre Swarna Pragati raises ₹50 cr in debt funding from SBI PSUs’ overwhelming presence holding back economy: Ruchir Sharma,147.149994
2017-08-17,"HDFC Bank, PNB & YES Bank cut savings bank rate Mangalore Co-op Bank installs rooftop solar plant KVB’s Aadhaar enrolment centre ICICI Lombard unveils InstaSpect IOB organises ‘Retail Utsav’ Axis Bank’s new home loan product 18 PSBs among top 20 banks with highest gross NPA ratios: CARE Ratings FinMin issues guidelines to Central govt offices to install energy-efficient appliances Centrum Group to float standalone insurance firm Any future ICICI Bank bond sale via Bahrain branch to carry lower rating: Moody's",148.25
2017-08-18,"New ₹50 notes in your wallets soon Plans afoot to revive Indian Bank’s subsidiaries ‘Indian Bank is out of consideration for absorption’ Union Bank signs insurance deals Indian Bank’s loan for GST software Not all stakeholders are happy with Nabard Amendment Bill Home Credit completes Rs 41.3 cr two-wheeler loan securitisation Bank unions firm; to strike work on Aug 22 Govt nominee directors changed in four public sector banks Paper mills’ performance: As TNPL, Ballarpur slip, peers improve Q1 profits",147.199997
2017-08-21,"More banks cut SB deposit rates Equitas brings some fun elements to staid banking IDBI Life Insurance will primarily be bancassurance-led, says CEO MFIs need upto Rs 11,000 cr over next three years: Report State Bank waives processing fee on car, personal loans BoI plans to cut savings bank rate CARE upgrades long-term credit rating of Manappuram Finance ₹42,000 cr collected so far in first filing under GST The hidden dragons in crouching inflation numbers Businesses in a tizzy over tech glitches in filing GST returns",142.100006
2017-08-22,"Two regional rural banks record over ₹150-cr profit in FY17 Canara Bank steps up lending to retail, MSME segments post demonetisation LIC Housing Finance looking to boost lending to affordable home segment PNB to seek shareholders’ nod to raise ₹3,000 cr equity capital China’s ‘big four’ banks raise billions for Belt and Road deals HR Khan dubs farm loan as bubble, flays govt for setting targets Strike paralyses banking operations Govt to check piracy, build IPR awareness: Sitharaman FSSAI plans food safety index to measure performance of States New procurement norms come to the aid of solar power producers",139.350006
2017-08-23,Indian Bank faulted for losing customer’s net banking credentials Let some banks die: Subbarao Dena Bank expects a turnaround by June 2018 RBI to harmonise NBFC regulations: Deputy Governor Cabinet clears alternative mechanism to oversee PSU bank mergers Select TMB branches to work on all Saturdays date news1 news2 news3,140.949997
